Id,Date,Long,Lat,Flag
63943560.0,2017-02-21 12:00:00,120.051,21.823,0.0
63943560.0,2017-02-21 18:00:00,120.02700000000002,22.07,0.0
63943560.0,2017-02-22 00:00:00,120.07800000000002,22.195,0.0
63943560.0,2017-02-22 06:00:00,120.081,22.252,0.0
63943560.0,2017-02-22 12:00:00,120.041,22.341,0.0
63943560.0,2017-02-22 18:00:00,119.983,22.433,0.0
63943560.0,2017-02-23 00:00:00,119.976,22.565,0.0
63943560.0,2017-02-23 06:00:00,120.022,22.585,0.0
63943560.0,2017-02-23 12:00:00,120.021,22.561,0.0
63943560.0,2017-02-23 18:00:00,120.004,22.547,0.0
63943560.0,2017-02-24 00:00:00,119.98499999999999,22.58,0.0
63943560.0,2017-02-24 06:00:00,120.01000000000002,22.583,0.0
63943560.0,2017-02-24 12:00:00,120.03000000000002,22.559,0.0
63943560.0,2017-02-24 18:00:00,120.06299999999999,22.554,0.0
63943560.0,2017-02-25 00:00:00,120.07900000000001,22.552,0.0
63943560.0,2017-02-25 06:00:00,120.101,22.549,0.0
63943560.0,2017-02-25 12:00:00,120.117,22.519,0.0
63943560.0,2017-02-25 18:00:00,120.152,22.524,0.0
63943560.0,2017-02-26 00:00:00,120.187,22.496,0.0
63943560.0,2017-02-26 06:00:00,120.19300000000001,22.485,0.0
63943560.0,2017-02-26 12:00:00,120.24100000000001,22.413,0.0
63943560.0,2017-02-26 18:00:00,120.27200000000002,22.402,0.0
63943560.0,2017-02-27 00:00:00,120.32600000000001,22.376,0.0
63943560.0,2017-02-27 06:00:00,120.46,22.327,0.0
63943560.0,2017-02-27 12:00:00,120.448,22.281,0.0
63943560.0,2017-02-27 18:00:00,120.424,22.254,0.0
63943560.0,2017-02-28 00:00:00,120.46700000000001,22.186,0.0
63943560.0,2017-02-28 06:00:00,120.554,22.113,0.0
63943560.0,2017-02-28 12:00:00,120.61100000000002,22.149,0.0
63943560.0,2017-02-28 18:00:00,120.576,22.095,0.0
63943560.0,2017-03-01 00:00:00,120.64,22.083,0.0
63943560.0,2017-03-01 06:00:00,120.62,22.05,0.0
63943560.0,2017-03-01 12:00:00,120.67,22.059,0.0
63943560.0,2017-03-01 18:00:00,120.65900000000002,22.062,0.0
63943560.0,2017-03-02 00:00:00,120.665,22.055,0.0
63943560.0,2017-03-02 06:00:00,120.68100000000001,22.102,0.0
63943560.0,2017-03-02 12:00:00,120.66,22.154,0.0
63943560.0,2017-03-02 18:00:00,120.63199999999999,22.199,0.0
63943560.0,2017-03-03 00:00:00,120.60000000000001,22.201,0.0
63943560.0,2017-03-03 06:00:00,120.53000000000002,22.198,0.0
63943560.0,2017-03-03 12:00:00,120.45499999999998,22.154,0.0
63943560.0,2017-03-03 18:00:00,120.41700000000002,22.128,0.0
63943560.0,2017-03-04 00:00:00,120.41500000000002,22.091,0.0
63943560.0,2017-03-04 06:00:00,120.41900000000001,22.091,0.0
63943560.0,2017-03-04 12:00:00,120.447,22.077,0.0
