Id,Date,Long,Lat,Flag
63994850.0,2017-02-20 00:00:00,164.1,-64.988,0.0
63994850.0,2017-02-20 06:00:00,164.136,-64.955,0.0
63994850.0,2017-02-20 12:00:00,164.151,-64.978,0.0
63994850.0,2017-02-20 18:00:00,164.247,-64.946,0.0
63994850.0,2017-02-21 00:00:00,164.234,-64.954,0.0
63994850.0,2017-02-21 06:00:00,164.319,-64.936,0.0
63994850.0,2017-02-21 12:00:00,164.282,-64.932,0.0
63994850.0,2017-02-21 18:00:00,164.351,-64.93,0.0
63994850.0,2017-02-22 00:00:00,164.31600000000003,-64.917,0.0
63994850.0,2017-02-22 06:00:00,164.354,-64.934,0.0
63994850.0,2017-02-22 12:00:00,164.321,-64.91,0.0
63994850.0,2017-02-22 18:00:00,164.322,-64.929,0.0
63994850.0,2017-02-23 00:00:00,164.34,-64.91,0.0
63994850.0,2017-02-23 06:00:00,164.344,-64.922,0.0
63994850.0,2017-02-23 12:00:00,164.371,-64.904,0.0
63994850.0,2017-02-23 18:00:00,164.344,-64.92,0.0
63994850.0,2017-02-24 00:00:00,164.37700000000004,-64.927,0.0
63994850.0,2017-02-24 06:00:00,164.387,-64.933,0.0
63994850.0,2017-02-24 12:00:00,164.434,-64.928,0.0
63994850.0,2017-02-24 18:00:00,164.415,-64.938,0.0
63994850.0,2017-02-25 00:00:00,164.48,-64.952,0.0
63994850.0,2017-02-25 06:00:00,164.483,-64.952,0.0
63994850.0,2017-02-25 12:00:00,164.518,-64.965,0.0
63994850.0,2017-02-25 18:00:00,164.52500000000003,-64.959,0.0
63994850.0,2017-02-26 00:00:00,164.537,-64.964,0.0
63994850.0,2017-02-26 06:00:00,164.559,-64.947,0.0
63994850.0,2017-02-26 12:00:00,164.548,-64.954,0.0
63994850.0,2017-02-26 18:00:00,164.58,-64.946,0.0
63994850.0,2017-02-27 00:00:00,164.54,-64.952,0.0
63994850.0,2017-02-27 06:00:00,164.583,-64.958,0.0
63994850.0,2017-02-27 12:00:00,164.547,-64.949,0.0
63994850.0,2017-02-27 18:00:00,164.581,-64.953,0.0
63994850.0,2017-02-28 00:00:00,164.57300000000004,-64.942,0.0
63994850.0,2017-02-28 06:00:00,164.624,-64.947,0.0
63994850.0,2017-02-28 12:00:00,164.622,-64.925,0.0
63994850.0,2017-02-28 18:00:00,164.632,-64.936,0.0
63994850.0,2017-03-01 00:00:00,164.634,-64.914,0.0
63994850.0,2017-03-01 06:00:00,164.618,-64.928,0.0
63994850.0,2017-03-01 12:00:00,164.632,-64.915,0.0
63994850.0,2017-03-01 18:00:00,164.598,-64.927,0.0
63994850.0,2017-03-02 00:00:00,164.61200000000002,-64.927,0.0
63994850.0,2017-03-02 06:00:00,164.562,-64.943,0.0
63994850.0,2017-03-02 12:00:00,164.58,-64.964,0.0
63994850.0,2017-03-02 18:00:00,164.519,-64.986,0.0
