time,longitude,latitude
2006-09-04 00:00:00,-45.49879711156411,38.357896089668955
2006-09-04 06:00:00,-45.38777276668824,38.37164041748146
2006-09-04 12:00:00,-45.27958750466888,38.38719209419144
2006-09-04 18:00:00,-45.1753623256264,38.40586424335232
2006-09-05 00:00:00,-45.070822091598906,38.42763209707088
2006-09-05 06:00:00,-44.96469047502152,38.451631402851454
2006-09-05 12:00:00,-44.86005405169121,38.47817324068079
2006-09-05 18:00:00,-44.75765545980592,38.50888183335228
2006-09-06 00:00:00,-44.65131581743805,38.54450777782342
2006-09-06 06:00:00,-44.532142444659975,38.58265411888077
2006-09-06 12:00:00,-44.397362764555595,38.617164521086416
2006-09-06 18:00:00,-44.25469861604488,38.63990383519433
2006-09-07 00:00:00,-44.11766753230642,38.64495096786062
2006-09-07 06:00:00,-43.995811393976844,38.633134057455514
2006-09-07 12:00:00,-43.888413195141155,38.612717224601326
2006-09-07 18:00:00,-43.786624723131816,38.5939429423906
2006-09-08 00:00:00,-43.681467288588166,38.5812821661768
2006-09-08 06:00:00,-43.57117184831909,38.57093771638862
2006-09-08 12:00:00,-43.4628727650302,38.55618022026609
2006-09-08 18:00:00,-43.36813830261808,38.53430438011911
2006-09-09 00:00:00,-43.2961121769322,38.507793412543805
2006-09-09 06:00:00,-43.24942202728394,38.48013565178951
2006-09-09 12:00:00,-43.224993054938764,38.45262722874814
2006-09-09 18:00:00,-43.21728635106183,38.42521627144955
2006-09-10 00:00:00,-43.220824024777045,38.39820871660145
2006-09-10 06:00:00,-43.232212704694994,38.371734580239455
2006-09-10 12:00:00,-43.25228926779917,38.34490732779302
2006-09-10 18:00:00,-43.285237080237664,38.31743604934917
2006-09-11 00:00:00,-43.33270302429251,38.291429283088966
2006-09-11 06:00:00,-43.3889930618315,38.26951393471216
2006-09-11 12:00:00,-43.444876208382645,38.25122506218528
2006-09-11 18:00:00,-43.49652278448499,38.23345928020604
2006-09-12 00:00:00,-43.54827826695106,38.21543234007768
2006-09-12 06:00:00,-43.6059516232391,38.20175089521271
2006-09-12 12:00:00,-43.66948890200785,38.19923208521448
2006-09-12 18:00:00,-43.73310138147529,38.21114021508773
2006-09-13 00:00:00,-43.790085070190386,38.235465975026955
2006-09-13 06:00:00,-43.834976447739514,38.268132483972344
2006-09-13 12:00:00,-43.86236419056276,38.30571207095161
2006-09-13 18:00:00,-43.8680654627488,38.34396778787483
2006-09-14 00:00:00,-43.85451039125092,38.37567605500454
2006-09-14 06:00:00,-43.83378109415358,38.393268677508814
2006-09-14 12:00:00,-43.82172395002635,38.39503562104276
2006-09-14 18:00:00,-43.82677735620373,38.38718173112814
2006-09-15 00:00:00,-43.844877036251724,38.37826522700578
2006-09-15 06:00:00,-43.86587700997489,38.37282238195456
2006-09-15 12:00:00,-43.883821171385776,38.37197994432652
2006-09-15 18:00:00,-43.89990853256056,38.37797193700868
2006-09-16 00:00:00,-43.9171061112935,38.393536873172586
2006-09-16 06:00:00,-43.934926666715256,38.416409575769876
2006-09-16 12:00:00,-43.950373562507984,38.438900252041975
2006-09-16 18:00:00,-43.96206749619919,38.456077754976874
2006-09-17 00:00:00,-43.97110851833615,38.47227675315903
2006-09-17 06:00:00,-43.97729207281737,38.496051830960205
2006-09-17 12:00:00,-43.97604874733455,38.529176341661845
2006-09-17 18:00:00,-43.961735953664196,38.56406218574887
2006-09-18 00:00:00,-43.93549099119062,38.59309645354382
2006-09-18 06:00:00,-43.90878556537142,38.617540281814776
2006-09-18 12:00:00,-43.896336926006605,38.64449827472743
2006-09-18 18:00:00,-43.90331529506754,38.67641125662909
2006-09-19 00:00:00,-43.919757610468345,38.70692049664922
2006-09-19 06:00:00,-43.9288320020908,38.728169129425986
2006-09-19 12:00:00,-43.92051879726143,38.739760739028824
2006-09-19 18:00:00,-43.89702810216521,38.747646863612204
2006-09-20 00:00:00,-43.86746305155537,38.75483980859732
2006-09-20 06:00:00,-43.840339309243255,38.75756356935532
