,x,y
0,-87.39538770674355,27.174232230475166
1,-87.3777330501861,27.164269689508334
2,-87.3593594857232,27.155223862099508
3,-87.34056316694955,27.14733506088628
4,-87.3216103472457,27.14074897992448
5,-87.3026752350745,27.135487552349943
6,-87.29244590071151,27.133280865968224
7,-87.28382611885448,27.131487126836447
8,-87.2650926282033,27.128676812542473
9,-87.2585735354631,27.128064601406997
10,-87.24643403172514,27.126971887604377
11,-87.23368124366569,27.126502068343903
12,-87.22778366891649,27.126311613897325
13,-87.21265892609128,27.126581520710825
14,-87.20905661024467,27.12666513692567
15,-87.19420012949182,27.12772307199128
16,-87.19016062128502,27.128038512543725
17,-87.17740763116507,27.129618211602352
18,-87.17098124323971,27.13047364102219
19,-87.1616967844355,27.132112364531363
20,-87.1513922466297,27.134060311740225
21,-87.14669226132534,27.13513504188102
22,-87.13238938127242,27.13864814887063
23,-87.1312543040907,27.1389457310903
24,-87.11905592844909,27.142588023199025
25,-87.11047801924622,27.14536451840156
26,-87.10588074342274,27.146993167161025
27,-87.09327049502679,27.151815569327255
28,-87.08885906561395,27.153631869399984
29,-87.08098331322202,27.15708033893656
30,-87.06905360224327,27.162781681931055
31,-87.06622413500358,27.164231778831226
32,-87.057425709408,27.168933951070805
33,-87.04618232519162,27.175515349549276
34,-87.04238975122897,27.177902903923524
35,-87.03521891734131,27.18255914999332
36,-87.02469794179467,27.190005491374595
37,-87.01710174929119,27.195865589041517
38,-87.01462155225701,27.19783860297153
39,-87.00504117791809,27.206015912527324
40,-86.9960293543804,27.214471783492826
41,-86.98982054420554,27.22082002939837
42,-86.9876571877868,27.223126184647413
43,-86.98010336285762,27.231813005666627
44,-86.97319169519463,27.240582001688992
45,-86.96693179750513,27.249377092541263
46,-86.96132964655567,27.258144049009346
47,-86.9563879185219,27.26683208144061
48,-86.95208640268238,27.27541284022815
49,-86.9483890872099,27.283879660790614
50,-86.94524169434607,27.292253965419697
51,-86.94258536379218,27.300576208313696
52,-86.94035640741474,27.30890745484457
53,-86.93850106657605,27.317315385963038
54,-86.93698926445167,27.325857909224027
55,-86.9360739337415,27.33292336857617
56,-86.93587286752202,27.334511666307357
57,-86.93529137559662,27.343150958137
58,-86.93500789814578,27.352123110756086
59,-86.93505248541747,27.354454860483305
60,-86.9352679822805,27.361207095465883
61,-86.93592652603368,27.37070128917379
62,-86.93595462282516,27.370955277813106
63,-86.93724935096147,27.380405227959315
64,-86.93795242987298,27.384592595266955
65,-86.9391834447142,27.390594178086
66,-86.94059105989844,27.39668830415698
67,-86.94188889233293,27.40133864368948
68,-86.94374769637349,27.407589867803274
69,-86.94557830821685,27.41275931947254
70,-86.9473311749318,27.417555599819934
71,-86.95054282691525,27.425078527791584
72,-86.95127921794125,27.42675863262215
73,-86.95554986761576,27.435273261652032
74,-86.95739733679845,27.438502677088817
75,-86.96010539600961,27.44311234511716
76,-86.96490593845851,27.450489106556777
77,-86.96719408869879,27.45363726287659
78,-86.96991932331794,27.457191824626886
79,-86.97511116844187,27.463389032146946
80,-86.98047682553825,27.4693187800824
81,-86.98316543729685,27.472006513634255
82,-86.98595488507489,27.474626619539528
83,-86.99151596828742,27.479396819516836
84,-86.99718058884464,27.48390223023016
85,-87.00293264143251,27.48812293890781
86,-87.00875626351427,27.49204985071449
87,-87.01463857654588,27.495687334598397
88,-87.02057092871347,27.49905038482399
89,-87.02654836516146,27.502159066967135
90,-87.0325694825021,27.50503698174631
91,-87.03863764226027,27.507712797684807
92,-87.04476027663542,27.510217524650397
93,-87.05094671697458,27.512579192631616
94,-87.05720832620227,27.514824529267635
95,-87.06302594880204,27.516782797641124
96,-87.06354471042701,27.516947339468718
97,-87.0698252867962,27.51865211847762
98,-87.07621613672163,27.52031359868904
99,-87.08273490496114,27.52195272835443
100,-87.0891053772833,27.523501598069625
101,-87.08938733955392,27.523562164319213
102,-87.09599327782578,27.52475532672998
103,-87.10278374722614,27.5259909818538
104,-87.10941223690433,27.527195700623018
105,-87.10976245617717,27.527248499866946
106,-87.11674615842175,27.528133033600263
107,-87.12398367226095,27.529110188490026
108,-87.12710165154887,27.529505973469515
109,-87.13135825296108,27.529906574428527
110,-87.13894463913036,27.5306239236492
111,-87.14336940166442,27.53104351122356
112,-87.14676485586233,27.531250548627764
113,-87.15483756627155,27.53175268379095
114,-87.158658302332,27.531993712008966
115,-87.163204118835,27.532124701437954
116,-87.17195042527787,27.532447187308275
117,-87.17328432754644,27.532494999838413
118,-87.18105737804012,27.53250749212029
119,-87.18737210344726,27.532582172388924
120,-87.19068642052845,27.53249938201003
121,-87.2009163197343,27.53235560586453
122,-87.20113712577586,27.532353963603782
123,-87.21185135258169,27.53188230434827
124,-87.21460328157893,27.531799257946172
125,-87.22373099393558,27.531174184407565
126,-87.22787423513265,27.53095653060099
127,-87.2368460582354,27.530131842773557
128,-87.24098531692327,27.529826853590055
129,-87.25167014474212,27.52861934040762
130,-87.25396093968246,27.52840624942671
131,-87.26682362190824,27.526690139005204
132,-87.26911707455943,27.52628490985034
133,-87.27960344511234,27.524676274518395
134,-87.29122407336158,27.52249090588568
135,-87.29224265286875,27.522321276894072
136,-87.304813227646,27.519641136938137
137,-87.31722759270441,27.516580414992646
138,-87.32757200865777,27.513644033602887
139,-87.32950258779992,27.513130676491468
140,-87.34164447094554,27.509277661294142
141,-87.35360427823862,27.504986010155562
142,-87.36536968943382,27.500236180539446
143,-87.37692368468596,27.49500801652819
144,-87.38124379666488,27.492798880252067
145,-87.3882558154152,27.489284613374863
146,-87.39934449664904,27.483046081598747
147,-87.41017990765683,27.476276652200294
148,-87.41475114399186,27.47311443076808
149,-87.42074650944687,27.46895860416006
150,-87.43103943552146,27.461077265767297
151,-87.43399044823052,27.458611180724137
152,-87.44103672803709,27.452611475432008
153,-87.44841000308067,27.445780617448335
154,-87.45074482465611,27.443548869866934
155,-87.4601401613374,27.433866680053153
156,-87.46015854720537,27.43384668286799
157,-87.46916729252602,27.423530381565982
158,-87.46997683885344,27.422557395055282
159,-87.47779701320003,27.412516409740995
160,-87.47839311439046,27.411722663518702
161,-87.4856453823929,27.401262300361388
162,-87.48594823727903,27.40078487329384
163,-87.49193216832815,27.391099923088646
164,-87.49348897682826,27.388279466440803
165,-87.49732940482056,27.381211647270685
166,-87.50028690956954,27.374959999084478
167,-87.50186789854057,27.37159414046068
168,-87.50560962401349,27.362220927946442
169,-87.50609874732059,27.3607604479087
170,-87.50868989931452,27.353007131720478
171,-87.51056351653993,27.345595854426037
172,-87.51095393184599,27.344055899499313
173,-87.51260631362356,27.335218248527404
174,-87.51321192521065,27.329404158695173
175,-87.51350200292822,27.32659041170345
176,-87.51375424614908,27.318067652930694
177,-87.51341865508847,27.312178323565615
178,-87.51326508408735,27.30971054170385
179,-87.51212738178643,27.301402627302718
180,-87.51037808441781,27.294007672162262
181,-87.51019174683182,27.293252713659854
182,-87.50760441147266,27.285045953468337
183,-87.50415453025907,27.276958760941998
184,-87.5032553553401,27.27515958264535
185,-87.4999441325262,27.268761889076732
186,-87.49482063838988,27.260549303473432
187,-87.49166920486574,27.25614662031006
188,-87.48876853854742,27.252177686602867
189,-87.48170057496509,27.24356672316635
190,-87.47611609171086,27.237507581346023
191,-87.47349679624621,27.234701516291366
192,-87.46405573877867,27.225395682318947
193,-87.4571143017206,27.21917176216423
194,-87.45324310430459,27.21572811636503
195,-87.44095711492143,27.20560441725211
196,-87.43379480311914,27.2001711641658
197,-87.42716920871216,27.195181977940805
198,-87.41192883790585,27.18462967529085
199,-87.40132987283535,27.177934944961248
200,-87.39538770674355,27.174232230475166
