,x,y
0,-87.16930090292365,27.43175223557362
1,-87.17641253432755,27.443513521159183
2,-87.1844999427193,27.45400092190342
3,-87.19345331951037,27.46309531290854
4,-87.20315727230876,27.470767407246854
5,-87.21350296018073,27.477087680673367
6,-87.21952293392899,27.479866441899695
7,-87.22440257916553,27.482188690447376
8,-87.23580052759237,27.48618862680727
9,-87.24007002625466,27.4872192823036
10,-87.24766425636678,27.489213075739492
11,-87.25620887439575,27.49065049251716
12,-87.25998560623157,27.49136172207667
13,-87.27040208428838,27.492423273244697
14,-87.27277635743809,27.49270892089445
15,-87.2833171783888,27.49314414614975
16,-87.28606760946518,27.493300273065937
17,-87.29538375020813,27.49317306503862
18,-87.29990731384139,27.493164122517207
19,-87.30687359608969,27.492723661661568
20,-87.31436155826518,27.492305299379538
21,-87.31796029076021,27.491924625592727
22,-87.32867392876602,27.49079797164262
23,-87.32951382248332,27.490707092885124
24,-87.33894504484296,27.489296075883797
25,-87.34548403966713,27.48828090028703
26,-87.34907807732056,27.487625147256654
27,-87.35894586751562,27.485694996232887
28,-87.36240454144237,27.484972070918182
29,-87.36864555762338,27.483567852634465
30,-87.3781761397009,27.481239769035053
31,-87.38046735235093,27.48063579844113
32,-87.38756651251629,27.47872710127537
33,-87.39679720971829,27.476014424718258
34,-87.39997647389445,27.47500423636246
35,-87.40591330469762,27.473129452512072
36,-87.41486756060385,27.470039032777105
37,-87.42151459628096,27.467551559373213
38,-87.42366769240071,27.466746486632722
39,-87.4323040361487,27.4632436866467
40,-87.44075878399045,27.459516709575333
41,-87.44685386527502,27.456610234055983
42,-87.44901345562182,27.455550397793832
43,-87.45700903030202,27.45130094334197
44,-87.4648129637537,27.44680835381378
45,-87.47242616995766,27.442066557181796
46,-87.47985030696512,27.437068155753064
47,-87.48708772475219,27.43180379982008
48,-87.49414944489494,27.42626745320182
49,-87.50105327916731,27.420455180366645
50,-87.50782555988161,27.41436683565899
51,-87.51449675338458,27.408002849301205
52,-87.52110220103509,27.401365394268304
53,-87.52767645193997,27.3944545995874
54,-87.53424744508837,27.387263435562915
55,-87.53962726357388,27.381099193747044
56,-87.54081063022353,27.37974967475284
57,-87.54732299112133,27.371819193163777
58,-87.55391685429423,27.363551564453246
59,-87.55563166092143,27.361286595565655
60,-87.56051058388157,27.354787063855987
61,-87.56721396667415,27.345567451504287
62,-87.5673926153224,27.345311309724742
63,-87.57395043067682,27.335678491365172
64,-87.5767900873853,27.33139509671089
65,-87.58081475033161,27.325096817598347
66,-87.58480774622855,27.318711882253265
67,-87.58782185405724,27.313646451727003
68,-87.59177294287207,27.306915927365292
69,-87.59499570660506,27.30108405266976
70,-87.5979071031861,27.295783968229227
71,-87.6023818164461,27.287075657797907
72,-87.6033555471852,27.285167738063713
73,-87.60819372423865,27.274971888136143
74,-87.60997599360368,27.270894738135986
75,-87.61245357992135,27.265133247720755
76,-87.61626031052164,27.255568974479164
77,-87.61781631534366,27.251256762408993
78,-87.61951643128896,27.24628036750144
79,-87.62231346891335,27.237211375605437
80,-87.6247776300177,27.228301968970296
81,-87.62579891806931,27.223985936926983
82,-87.62672481369623,27.219594887902954
83,-87.62819444689464,27.211064346412062
84,-87.62932652486873,27.202656932616254
85,-87.63010651057567,27.194369990904992
86,-87.6305239313856,27.18620141336004
87,-87.63057413707337,27.178148804154407
88,-87.6302574331362,27.17020956557839
89,-87.62957612584918,27.162381801743567
90,-87.62853399627467,27.154664259228838
91,-87.62713723889671,27.14705555048482
92,-87.6253933861743,27.139554309773605
93,-87.62330800166782,27.132160074329814
94,-87.62088580586415,27.124873009373207
95,-87.61835359177297,27.118281098059676
96,-87.6181105035522,27.1177003595495
97,-87.61477759822783,27.11071510840608
98,-87.61110704258964,27.103845367329527
99,-87.60709969001554,27.097092942808775
100,-87.60293474978293,27.090743391309136
101,-87.60273703283153,27.09046635950498
102,-87.59772987296834,27.08407428607853
103,-87.59237455886063,27.077812167335487
104,-87.58694725795469,27.071993511864644
105,-87.58664139654921,27.071692359579036
106,-87.58020682443808,27.065839752291044
107,-87.57339678621986,27.060133148667816
108,-87.57036437505,27.05778037645498
109,-87.56596756819518,27.05466766132461
110,-87.5579644524458,27.049427081843167
111,-87.55320579103513,27.04654712767607
112,-87.54933981411882,27.044431163267493
113,-87.54001755978143,27.039710162126465
114,-87.53554677266368,27.037622977260234
115,-87.52993686354408,27.035287823158644
116,-87.51912084231334,27.03115470440068
117,-87.51745609818425,27.030566101432512
118,-87.50726993708724,27.02742802984414
119,-87.49904004629576,27.02512800740455
120,-87.49450696049307,27.024058253135347
121,-87.48066161762517,27.021111782802855
122,-87.48036494494374,27.02105382638151
123,-87.4653438422925,27.018741407441524
124,-87.46155918069127,27.01822375146915
125,-87.44849864365563,27.016970440484588
126,-87.44271889284632,27.016492617941665
127,-87.42975779557783,27.01594896483518
128,-87.42396396100357,27.015762664049635
129,-87.40859043537647,27.015899377533167
130,-87.4054143415254,27.015949227205894
131,-87.38718425749612,27.016974232488476
132,-87.38386686692171,27.017297975354804
133,-87.36937265617989,27.018761634180127
134,-87.35344303461477,27.021078747405035
135,-87.35211065473143,27.021275053427487
136,-87.33543717074413,27.024428276193685
137,-87.31945040579065,27.028202923651968
138,-87.30648144576094,27.031884935676203
139,-87.3041715124464,27.03254381724189
140,-87.28960924912772,27.037406375219998
141,-87.27578949104232,27.042773570142405
142,-87.26270820995421,27.04862104323052
143,-87.25035736212641,27.054933184359292
144,-87.24581191907276,27.057559931030898
145,-87.23872099018097,27.061698724760266
146,-87.22778691186359,27.06891756146242
147,-87.21753489066249,27.07659165603746
148,-87.21331121619528,27.080133626588175
149,-87.20794722430699,27.084731827651655
150,-87.19899930558796,27.093350483943595
151,-87.19649495146415,27.09602709398184
152,-87.19067625653408,27.10247409648845
153,-87.18476910552687,27.10975861328944
154,-87.18294356299691,27.112120445473398
155,-87.17578266145894,27.122326182749124
156,-87.17576895134597,27.12234718934012
157,-87.16919311440584,27.13315149898721
158,-87.16861583883771,27.134166537793295
159,-87.16315005996022,27.144643487802327
160,-87.16274100818306,27.14546869108292
161,-87.15785384004717,27.156381186036803
162,-87.15765358820056,27.156881775016252
163,-87.15372870787493,27.16700927139632
164,-87.15272601646211,27.169982263802414
165,-87.15024868217189,27.17740719823846
166,-87.14836494887318,27.184046661585747
167,-87.1473439328901,27.187607460664342
168,-87.14493195648656,27.197654494195408
169,-87.14461687043212,27.19924062650111
170,-87.14287977739336,27.207631051902702
171,-87.14157003071283,27.215791961674018
172,-87.14127937665366,27.217481412058227
173,-87.13994845794461,27.227330988457872
174,-87.13932389610122,27.23393752124258
175,-87.13898119247102,27.237125536190074
176,-87.13826320183675,27.24695774933202
177,-87.13800284061394,27.253895129117925
178,-87.13785751081063,27.25679708126598
179,-87.1376560185551,27.266747232624443
180,-87.13777446502144,27.275812862177727
181,-87.13777592303441,27.27673770189437
182,-87.13803631903028,27.286953848219426
183,-87.13862684707851,27.29726633890507
184,-87.13880934937174,27.299596111539575
185,-87.13938236945951,27.307877930949672
186,-87.14043665847504,27.318718403388154
187,-87.1411503863435,27.324617550746144
188,-87.14173645993631,27.329915981426353
189,-87.14330546099359,27.34153873895899
190,-87.14465243954622,27.34978905638408
191,-87.14523647651484,27.35357666664992
192,-87.14752327851336,27.36616408469296
193,-87.14937011644689,27.374565987840562
194,-87.15035372941506,27.379142689155962
195,-87.15379530321314,27.392493659263593
196,-87.15601856868422,27.399567728339676
197,-87.15802960478095,27.40592093431113
198,-87.16317157597176,27.41912852469163
199,-87.16712125003002,27.427323052369662
200,-87.16930090292365,27.43175223557362
