Id,Date,Long,Lat,Flag
2578.0,2005-04-16 06:00:00,-47.90499999999997,47.339,0.0
2578.0,2005-04-16 12:00:00,-47.83699999999999,47.294,0.0
2578.0,2005-04-16 18:00:00,-47.761000000000024,47.205,0.0
2578.0,2005-04-17 00:00:00,-47.72800000000001,47.119,0.0
2578.0,2005-04-17 06:00:00,-47.71199999999999,47.061,0.0
2578.0,2005-04-17 12:00:00,-47.692999999999984,47.011,0.0
2578.0,2005-04-17 18:00:00,-47.641999999999996,46.965,0.0
2578.0,2005-04-18 00:00:00,-47.61700000000002,46.915,0.0
2578.0,2005-04-18 06:00:00,-47.625999999999976,46.864,0.0
2578.0,2005-04-18 12:00:00,-47.637,46.843,0.0
2578.0,2005-04-18 18:00:00,-47.634000000000015,46.816,0.0
2578.0,2005-04-19 00:00:00,-47.641999999999996,46.785,0.0
2578.0,2005-04-19 06:00:00,-47.67399999999998,46.749,0.0
2578.0,2005-04-19 12:00:00,-47.706999999999994,46.734,0.0
2578.0,2005-04-19 18:00:00,-47.726,46.724,0.0
2578.0,2005-04-20 00:00:00,-47.71800000000002,46.703,0.0
2578.0,2005-04-20 06:00:00,-47.702,46.654,0.0
2578.0,2005-04-20 12:00:00,-47.71300000000002,46.601,0.0
2578.0,2005-04-20 18:00:00,-47.74400000000003,46.536,0.0
2578.0,2005-04-21 00:00:00,-47.78399999999999,46.539,0.0
2578.0,2005-04-21 06:00:00,-47.728999999999985,46.534,0.0
2578.0,2005-04-21 12:00:00,-47.735000000000014,46.479,0.0
2578.0,2005-04-21 18:00:00,-47.76600000000002,46.456,0.0
2578.0,2005-04-22 00:00:00,-47.74200000000002,46.467,0.0
2578.0,2005-04-22 06:00:00,-47.67700000000002,46.402,0.0
2578.0,2005-04-22 12:00:00,-47.714999999999975,46.336,0.0
2578.0,2005-04-22 18:00:00,-47.757000000000005,46.274,0.0
2578.0,2005-04-23 00:00:00,-47.759000000000015,46.229,0.0
2578.0,2005-04-23 06:00:00,-47.785000000000025,46.132,0.0
2578.0,2005-04-23 12:00:00,-47.80799999999999,46.038,0.0
2578.0,2005-04-23 18:00:00,-47.867999999999995,45.922,0.0
2578.0,2005-04-24 00:00:00,-47.887,45.819,0.0
2578.0,2005-04-24 06:00:00,-47.95699999999994,45.691,0.0
2578.0,2005-04-24 12:00:00,-48.053,45.573,0.0
2578.0,2005-04-24 18:00:00,-48.14299999999997,45.473,0.0
2578.0,2005-04-25 00:00:00,-48.25400000000002,45.358,0.0
2578.0,2005-04-25 06:00:00,-48.353999999999985,45.253,0.0
2578.0,2005-04-25 12:00:00,-48.45100000000002,45.126,0.0
2578.0,2005-04-25 18:00:00,-48.60000000000002,45.039,0.0
2578.0,2005-04-26 00:00:00,-48.76299999999998,44.929,0.0
2578.0,2005-04-26 06:00:00,-48.891999999999996,44.822,0.0
2578.0,2005-04-26 12:00:00,-48.92399999999998,44.643,0.0
2578.0,2005-04-26 18:00:00,-48.90499999999997,44.495,0.0
2578.0,2005-04-27 00:00:00,-48.87900000000002,44.323,0.0
2578.0,2005-04-27 06:00:00,-48.918000000000006,44.158,0.0
2578.0,2005-04-27 12:00:00,-48.964999999999975,43.984,0.0
2578.0,2005-04-27 18:00:00,-49.06299999999993,43.827,0.0
2578.0,2005-04-28 00:00:00,-49.16699999999997,43.699,0.0
2578.0,2005-04-28 06:00:00,-49.245999999999924,43.589,0.0
2578.0,2005-04-28 12:00:00,-49.295000000000016,43.47,0.0
2578.0,2005-04-28 18:00:00,-49.367999999999995,43.357,0.0
2578.0,2005-04-29 00:00:00,-49.459,43.239,0.0
2578.0,2005-04-29 06:00:00,-49.53800000000001,43.145,0.0
2578.0,2005-04-29 12:00:00,-49.589,43.063,0.0
2578.0,2005-04-29 18:00:00,-49.65300000000002,42.974,0.0
2578.0,2005-04-30 00:00:00,-49.728999999999985,42.892,0.0
2578.0,2005-04-30 06:00:00,-49.834,42.824,0.0
2578.0,2005-04-30 12:00:00,-49.93599999999998,42.774,0.0
2578.0,2005-04-30 18:00:00,-50.072,42.715,0.0
2578.0,2005-05-01 00:00:00,-50.21199999999999,42.685,0.0
2578.0,2005-05-01 06:00:00,-50.372000000000014,42.662,0.0
2578.0,2005-05-01 12:00:00,-50.48000000000002,42.642,0.0
2578.0,2005-05-01 18:00:00,-50.644000000000005,42.624,0.0
2578.0,2005-05-02 00:00:00,-50.74799999999999,42.651,0.0
2578.0,2005-05-02 06:00:00,-50.84500000000003,42.672,0.0
2578.0,2005-05-02 12:00:00,-50.89699999999999,42.704,0.0
2578.0,2005-05-02 18:00:00,-50.966999999999985,42.738,0.0
2578.0,2005-05-03 00:00:00,-51.036,42.824,0.0
2578.0,2005-05-03 06:00:00,-51.129999999999995,42.879,0.0
2578.0,2005-05-03 12:00:00,-51.16300000000001,42.957,0.0
2578.0,2005-05-03 18:00:00,-51.19900000000001,43.011,0.0
2578.0,2005-05-04 00:00:00,-51.161,43.087,0.0
2578.0,2005-05-04 06:00:00,-51.19200000000001,43.115,0.0
2578.0,2005-05-04 12:00:00,-51.15100000000001,43.147,0.0
2578.0,2005-05-04 18:00:00,-51.134000000000015,43.167,0.0
2578.0,2005-05-05 00:00:00,-51.08499999999998,43.175,0.0
2578.0,2005-05-05 06:00:00,-51.077,43.145,0.0
2578.0,2005-05-05 12:00:00,-51.07600000000002,43.153,0.0
2578.0,2005-05-05 18:00:00,-51.036,43.133,0.0
2578.0,2005-05-06 00:00:00,-51.05099999999999,43.119,0.0
2578.0,2005-05-06 06:00:00,-51.02600000000001,43.088,0.0
2578.0,2005-05-06 12:00:00,-51.105999999999995,43.014,0.0
2578.0,2005-05-06 18:00:00,-51.19,42.999,0.0
2578.0,2005-05-07 00:00:00,-51.18900000000002,43.008,0.0
2578.0,2005-05-07 06:00:00,-51.18099999999998,42.976,0.0
2578.0,2005-05-07 12:00:00,-51.23299999999995,42.988,0.0
2578.0,2005-05-07 18:00:00,-51.18900000000002,43.027,0.0
2578.0,2005-05-08 00:00:00,-51.136999999999944,43.02,0.0
2578.0,2005-05-08 06:00:00,-51.10300000000001,43.001,0.0
2578.0,2005-05-08 12:00:00,-51.091999999999985,42.996,0.0
2578.0,2005-05-08 18:00:00,-51.02600000000001,43.0,0.0
2578.0,2005-05-09 00:00:00,-50.99000000000001,42.978,0.0
2578.0,2005-05-09 06:00:00,-50.964,42.97,0.0
